InstanceSize,SelectionMethod,CrossoverMethod,PopulationSize,MaxGenerations,SelectionRate,MutationRate,AvgRelativeError,MaxRelativeError,TimeElapsed
40,Tournament,TwoPoint,20,80,0.6,0.1,0.025300685885197884,0.25173439048562934,19
50,Tournament,TwoPoint,20,80,0.5,0.1,0.04224235812937068,0.14532019704433496,21
60,Tournament,TwoPoint,20,80,0.5,0.02,0.017879072399136272,0.09437751004016064,18
40,Tournament,TwoPoint,20,80,0.7,0.02,0.02722336449797487,0.08225966303270565,15
50,Tournament,TwoPoint,20,80,0.6,0.02,0.02004055311167944,0.07,17
70,Tournament,TwoPoint,20,80,0.4,0.1,0.08695523012656396,0.35490605427974947,25
60,Tournament,TwoPoint,20,80,0.5,0.05,0.020145976383039187,0.15718157181571815,21
40,Tournament,TwoPoint,20,80,0.7,0.05,0.024490532118327735,0.08225966303270565,16
70,Tournament,TwoPoint,20,80,0.5,0.02,0.01313714590210408,0.11899791231732777,19
50,Tournament,TwoPoint,20,80,0.6,0.05,0.01630976233651884,0.10579857578840285,19
40,Tournament,TwoPoint,20,80,0.7,0.1,0.02469284109837365,0.22101090188305253,19
60,Tournament,TwoPoint,20,80,0.5,0.1,0.06919393432096946,0.2229965156794425,23
50,Tournament,TwoPoint,20,80,0.6,0.1,0.04501361299548424,0.21871820956256358,21
70,Tournament,TwoPoint,20,80,0.5,0.05,0.034598300484683694,0.27035490605427975,21
60,Tournament,TwoPoint,20,80,0.6,0.02,0.01566315242907964,0.08333333333333333,18
40,Tournament,TwoPoint,20,100,0.3,0.02,0.026783652475307996,0.08225966303270565,20
50,Tournament,TwoPoint,20,80,0.7,0.02,0.018897496334521348,0.07,17
70,Tournament,TwoPoint,20,80,0.5,0.1,0.0883048406570693,0.22964509394572025,25
60,Tournament,TwoPoint,20,80,0.6,0.05,0.02300077242537644,0.17005420054200543,20
40,Tournament,TwoPoint,20,100,0.3,0.05,0.027111503047062814,0.08225966303270565,22
50,Tournament,TwoPoint,20,80,0.7,0.05,0.014539485828261377,0.07295554801493044,18
70,Tournament,TwoPoint,20,80,0.6,0.02,0.012040114913711071,0.11899791231732777,18
60,Tournament,TwoPoint,20,80,0.6,0.1,0.0704159099316146,0.24044117647058824,23
50,Tournament,TwoPoint,20,80,0.7,0.1,0.049510688519695034,0.14445574771108852,20
40,Tournament,TwoPoint,20,100,0.3,0.1,0.023628788883903806,0.19262038774233897,24
