MaxFitness,AverageFitness,GenerationId,BestWeight,SatisfiedClauses,AdaptiveMutationRate,ASD
17421327,16996785.0775,59,50477,310,0.019990653905073087,8144.874933455871
17421327,17013271.0575,60,50477,310,0.0199908527395268,7972.358145313631
17421327,16969284.7325,61,50477,310,0.019988885027706987,9687.359894223438
17421327,16980355.325,62,50477,310,0.019989437203725653,9205.758323975133
17421327,16988221.49,63,50477,310,0.01998965783117369,9014.37674865434
17422172,16999758.8425,64,51322,310,0.019989075469930374,9521.708819424839
17422172,16970004.0075,65,51322,310,0.019988924501187798,9653.308024679429
17422172,16982219.8675,66,51322,310,0.019989877795806216,8822.004030474545
17422172,16965080.8675,67,51322,310,0.019989368910827955,9265.81855795542
17422172,16963504.9275,68,51322,310,0.019989351033984252,9281.34771524599
17422172,16953526.0975,69,51322,310,0.01999023121348945,8513.84367106963
17422172,16993460.135,70,51322,310,0.019990285596761956,8466.4125117844
17422172,16990645.025,71,51322,310,0.019990720941584602,8086.819489076978
17422640,17003332.77,72,51790,310,0.01998980884339789,8882.368713637743
17422640,16999889.755,73,51790,310,0.019989211884559165,9402.944582788285
17422640,16999249.6175,74,51790,310,0.019990579138442214,8210.681555268266
17422640,16997627.11,75,51790,310,0.01999093039975917,7904.403485984469
17422640,16990942.8625,76,51790,310,0.019989282289073342,9341.546954954087
17422640,17003754.265,77,51790,310,0.019990345333392254,8414.5510155731
17422640,16987152.8125,78,51790,310,0.01999006862243231,8655.935405795368
17422640,17021759.2,79,51790,310,0.019991160144340513,7704.403782045592
17422640,17007434.48,80,51790,310,0.019990161410481017,8574.928424898437
17422640,16973899.62,81,51790,310,0.01998888380612788,9689.057472274018
17422640,16950802.0475,82,51790,310,0.019989076692569704,9520.84260290322
17422640,16939059.3375,83,51790,310,0.01998878746168317,9773.079980704748
17422640,16960647.7175,84,51790,310,0.0199886921085674,9856.238743346395
17423257,16970398.03,85,52407,310,0.019989664870841795,9008.575838069175
17423257,16998900.0875,86,52407,310,0.019989793565311016,8896.006557489542
17423257,17011643.295,87,52407,310,0.01998920102719402,9412.746326311792
17423257,17004845.2175,88,52407,310,0.019990152625903264,8582.892430760854
17423257,17004012.0225,89,52407,310,0.019991151470878054,7711.921806415556
17423257,16991090.7325,90,52407,310,0.0199897223492046,8958.110975040549
17423257,16977337.9025,91,52407,310,0.019989769597248613,8916.907995551335
17423257,16989320.8625,92,52407,310,0.019990191476564636,8549.013890401975
17423257,17015650.4575,93,52407,310,0.019990192428076918,8548.184154637196
17423257,16993958.4775,94,52407,310,0.019989997410204307,8718.24488516046
17423257,16988610.2225,95,52407,310,0.019990067589679198,8657.04614916537
17423257,16981696.205,96,52407,310,0.019990176337421176,8562.215505408662
17423257,16938952.26,97,52407,310,0.019989483974368408,9165.990349362124
17423257,16922240.8425,98,52407,310,0.019989536995958682,9119.751419996324
17423257,16884258.68,99,52407,310,0.019988133442984415,10343.840918288339
